Afternoon,Relaxation,109,1
Morning,Exercise,38,2
Night,Exercise,74,2
Evening,Exercise,26,4
Night,Relaxation,35,4
Afternoon,Exercise,55,1
Evening,Relaxation,103,3
Afternoon,Relaxation,63,3
Night,Relaxation,59,3
Night,Exercise,84,3
Morning,Relaxation,111,3
Night,Relaxation,146,2
Night,Relaxation,166,5
Afternoon,Relaxation,81,2
Night,Relaxation,162,4
Morning,Relaxation,113,3
Night,Exercise,77,2
Morning,Relaxation,62,3
Night,Exercise,160,5
Evening,Exercise,58,4
Night,Relaxation,80,2
Afternoon,Relaxation,61,3
Morning,Exercise,137,4
Night,Exercise,50,5
Morning,Exercise,42,2
Evening,Exercise,110,2
Morning,Exercise,167,5
Night,Relaxation,64,3
Afternoon,Relaxation,126,4
Afternoon,Exercise,78,4
Morning,Exercise,85,4
Morning,Exercise,75,5
Morning,Exercise,43,3
Night,Relaxation,117,5
Evening,Exercise,38,5
Afternoon,Exercise,121,3
Afternoon,Exercise,112,5
Morning,Exercise,30,4
Morning,Relaxation,54,2
Morning,Exercise,93,4
Evening,Relaxation,42,4
Night,Relaxation,44,2
Night,Relaxation,178,3
Afternoon,Exercise,136,2
Evening,Relaxation,73,2
Night,Exercise,57,5
Afternoon,Exercise,47,2
Night,Relaxation,48,4
Morning,Exercise,101,5
Morning,Relaxation,36,1
Afternoon,Exercise,106,4
Night,Relaxation,39,4
Evening,Exercise,134,5
Evening,Exercise,61,3
Afternoon,Exercise,108,3
Morning,Exercise,74,4
Afternoon,Exercise,15,3
Afternoon,Relaxation,85,4
Night,Exercise,122,5
Evening,Exercise,39,4
Morning,Exercise,65,5
Morning,Relaxation,20,3
Evening,Relaxation,31,3
Afternoon,Relaxation,40,4
Evening,Relaxation,118,1
Night,Relaxation,129,1
Night,Exercise,111,4
Morning,Relaxation,38,1
Afternoon,Exercise,31,4
Evening,Relaxation,134,3
Morning,Exercise,75,3
Morning,Relaxation,77,3
Afternoon,Relaxation,116,4
Afternoon,Relaxation,78,5
Night,Relaxation,118,5
Evening,Relaxation,103,3
Evening,Relaxation,105,4
Morning,Relaxation,59,4
Morning,Relaxation,118,5
Morning,Exercise,85,3
Evening,Exercise,32,4
Afternoon,Exercise,50,1
Night,Exercise,64,2
Afternoon,Exercise,74,4
Night,Relaxation,101,4
Afternoon,Relaxation,141,2
Morning,Exercise,64,5
Morning,Relaxation,41,3
Night,Relaxation,54,3
Evening,Relaxation,121,5
Evening,Relaxation,111,4
Morning,Exercise,151,5
Evening,Exercise,118,3
Afternoon,Exercise,65,5
Evening,Exercise,82,1
Night,Relaxation,102,2
Night,Relaxation,47,3
Morning,Relaxation,71,1
Night,Relaxation,111,4
Morning,Exercise,98,3
Morning,Exercise,107,5
Evening,Relaxation,63,3
Morning,Exercise,97,4
Afternoon,Relaxation,103,1
Afternoon,Exercise,142,3
Morning,Exercise,38,2
Morning,Exercise,83,3
Evening,Exercise,134,5
Night,Relaxation,43,2
Afternoon,Exercise,166,4
Afternoon,Relaxation,102,4
Evening,Exercise,20,4
Afternoon,Relaxation,72,2
Night,Exercise,112,5
Afternoon,Relaxation,109,1
Morning,Exercise,116,5
Night,Exercise,120,4
Evening,Relaxation,145,3
Afternoon,Relaxation,107,2
Evening,Exercise,142,5
Afternoon,Relaxation,64,3
Night,Relaxation,76,5
Afternoon,Exercise,90,5
Night,Relaxation,141,4
Night,Relaxation,25,3
Morning,Relaxation,76,4
Evening,Exercise,85,4
Morning,Exercise,31,5
Night,Relaxation,116,3
Evening,Exercise,119,2
Night,Relaxation,111,1
Night,Exercise,93,2
Afternoon,Exercise,61,4
Morning,Exercise,45,2
Morning,Exercise,78,5
Evening,Exercise,46,2
Morning,Exercise,66,3
Night,Exercise,135,1
Evening,Exercise,98,4
Afternoon,Exercise,84,3
Evening,Exercise,56,4
Afternoon,Exercise,69,4
Afternoon,Exercise,150,5
Night,Relaxation,95,5
Night,Exercise,152,5
Morning,Exercise,47,5
Afternoon,Relaxation,56,3
Morning,Exercise,44,1
Evening,Relaxation,118,1
Night,Relaxation,61,2
Evening,Exercise,91,2
Night,Exercise,128,3
Afternoon,Relaxation,65,5
Evening,Relaxation,167,1
Afternoon,Relaxation,80,3
Evening,Relaxation,39,4
Night,Exercise,180,5
Morning,Exercise,60,4
Night,Relaxation,95,2
Night,Relaxation,75,2
Evening,Exercise,69,3
Afternoon,Exercise,56,4
Night,Exercise,91,3
Afternoon,Exercise,49,5
Afternoon,Relaxation,69,3
Night,Relaxation,68,4
Afternoon,Exercise,136,5
Morning,Exercise,167,3
Morning,Exercise,114,3
Night,Exercise,68,4
Evening,Relaxation,49,4
Night,Relaxation,145,5
Evening,Exercise,103,3
Night,Relaxation,21,3
Afternoon,Relaxation,33,4
Afternoon,Exercise,72,2
Morning,Relaxation,112,4
Night,Relaxation,92,4
Afternoon,Exercise,39,3
Afternoon,Exercise,84,4
Night,Relaxation,100,5
Night,Relaxation,170,5
Evening,Exercise,70,1
Night,Exercise,130,4
Afternoon,Exercise,108,4
Night,Relaxation,118,5
Night,Relaxation,129,3
Morning,Exercise,118,4
Night,Relaxation,57,1
Night,Relaxation,146,3
Afternoon,Exercise,143,2
Evening,Relaxation,70,3
Night,Relaxation,47,3
Evening,Exercise,95,1
Afternoon,Exercise,64,4
Evening,Relaxation,45,5
Afternoon,Exercise,121,1
Evening,Exercise,84,4
Afternoon,Relaxation,142,5
Evening,Relaxation,133,5
Afternoon,Relaxation,150,4
Afternoon,Exercise,129,4
Afternoon,Relaxation,51,1
Afternoon,Exercise,116,5
Morning,Relaxation,169,3
Night,Relaxation,76,4
Afternoon,Exercise,63,2
Evening,Relaxation,124,4
Evening,Relaxation,145,5
Morning,Exercise,50,5
Morning,Exercise,69,2
Night,Exercise,100,4
Morning,Exercise,63,2
Evening,Relaxation,34,3
Afternoon,Exercise,83,3
Evening,Exercise,76,5
Evening,Relaxation,144,3
Morning,Exercise,67,4
Night,Exercise,16,1
Evening,Relaxation,36,2
Afternoon,Relaxation,32,2
Evening,Exercise,101,2
Afternoon,Relaxation,67,3
Evening,Exercise,71,3
Morning,Exercise,112,5
Evening,Exercise,101,3
Evening,Relaxation,61,3
Evening,Exercise,49,4
Afternoon,Relaxation,111,5
Morning,Exercise,92,5
Morning,Exercise,174,3
Morning,Exercise,79,3
Morning,Exercise,119,4
Night,Relaxation,110,4
Night,Relaxation,128,4
Afternoon,Exercise,107,5
Evening,Exercise,40,3
Afternoon,Exercise,51,5
Morning,Relaxation,107,3
Night,Relaxation,81,3
Evening,Relaxation,139,4
Night,Relaxation,35,2
Afternoon,Exercise,44,2
Evening,Relaxation,68,3
Morning,Relaxation,91,4
Evening,Relaxation,153,5
Night,Relaxation,19,2
Afternoon,Exercise,106,4
Evening,Exercise,101,3
Evening,Relaxation,101,3
Afternoon,Exercise,121,5
Afternoon,Exercise,95,3
Evening,Relaxation,99,2
Night,Relaxation,56,4
Evening,Exercise,123,4
Night,Relaxation,130,5
Night,Exercise,98,1
Morning,Exercise,54,1
Night,Exercise,159,4
Afternoon,Exercise,62,5
Evening,Exercise,105,4
Morning,Relaxation,56,2
Evening,Relaxation,32,1
Evening,Relaxation,113,5
Night,Relaxation,108,2
Morning,Exercise,31,2
Evening,Relaxation,118,4
Evening,Relaxation,21,4
Afternoon,Relaxation,31,2
Morning,Exercise,95,3
Evening,Relaxation,106,4
Evening,Relaxation,110,4
Afternoon,Relaxation,40,2
Evening,Relaxation,124,3
Morning,Exercise,179,3
Afternoon,Exercise,118,5
Afternoon,Relaxation,52,4
Afternoon,Exercise,100,5
Afternoon,Exercise,66,4
Night,Exercise,87,3
Morning,Relaxation,97,4
Morning,Relaxation,47,3
Afternoon,Relaxation,24,4
Night,Relaxation,41,4
Afternoon,Exercise,39,3
Night,Relaxation,159,5
Evening,Exercise,120,1
Morning,Exercise,167,3
Afternoon,Exercise,88,3
Afternoon,Exercise,115,3
Afternoon,Exercise,34,2
Morning,Relaxation,106,1
Morning,Exercise,65,3
Evening,Exercise,125,3
Morning,Relaxation,79,5
Night,Relaxation,124,4
Morning,Relaxation,36,2
Afternoon,Exercise,114,3
Evening,Relaxation,123,3
Night,Exercise,169,5
Afternoon,Exercise,88,2
Afternoon,Exercise,107,3
Morning,Exercise,109,5
Night,Relaxation,20,3
Evening,Relaxation,43,2
Morning,Relaxation,134,4
Evening,Relaxation,107,4
Evening,Exercise,42,1
Morning,Exercise,74,3
Afternoon,Exercise,162,3
Evening,Relaxation,31,1
Afternoon,Exercise,164,3
Morning,Exercise,36,3
Night,Exercise,107,3
Evening,Exercise,56,5
Evening,Relaxation,84,3
Morning,Exercise,101,2
Evening,Exercise,96,3
Evening,Relaxation,93,3
Evening,Relaxation,56,3
Night,Relaxation,101,5
Evening,Relaxation,121,3
Afternoon,Exercise,156,5
Evening,Relaxation,46,3
Evening,Exercise,68,3
Night,Relaxation,46,3
Evening,Relaxation,104,5
Night,Relaxation,89,5
Night,Relaxation,52,3
Morning,Exercise,82,4
Night,Relaxation,128,2
Evening,Exercise,97,5
Morning,Relaxation,71,3
Night,Exercise,42,1
Night,Exercise,34,2
Night,Relaxation,15,3
Night,Relaxation,105,4
Night,Exercise,89,3
Afternoon,Relaxation,93,2
Evening,Relaxation,78,3
Night,Relaxation,102,3
Afternoon,Exercise,102,4
Afternoon,Exercise,112,4
Afternoon,Relaxation,37,2
Night,Exercise,147,4
Afternoon,Relaxation,128,2
Night,Exercise,70,4
Night,Exercise,73,3
Night,Relaxation,37,2
Evening,Exercise,91,2
Evening,Relaxation,29,5
Evening,Relaxation,81,3
Afternoon,Exercise,81,3
Morning,Exercise,113,5
Evening,Exercise,112,3
Night,Relaxation,143,5
Night,Relaxation,145,5
Morning,Exercise,104,4
Night,Exercise,31,1
Afternoon,Exercise,148,3
Night,Relaxation,113,3
Evening,Exercise,134,2
Afternoon,Exercise,61,3
Evening,Relaxation,40,2
Morning,Relaxation,92,5
Evening,Exercise,83,5
Evening,Relaxation,101,4
Morning,Relaxation,55,2
Afternoon,Relaxation,108,3
Night,Relaxation,35,3
Night,Exercise,115,3
Evening,Exercise,143,2
Afternoon,Relaxation,52,4
Evening,Relaxation,114,3
Afternoon,Exercise,140,5
Afternoon,Exercise,42,3
Night,Relaxation,18,3
Night,Exercise,89,3
Afternoon,Exercise,152,5
Morning,Exercise,45,3
Afternoon,Exercise,63,2
Night,Relaxation,46,5
Night,Exercise,166,3
Evening,Relaxation,129,1
Afternoon,Exercise,50,3
Afternoon,Relaxation,34,4
Night,Relaxation,104,2
Night,Exercise,102,3
Evening,Relaxation,57,2
Afternoon,Exercise,48,2
Morning,Exercise,88,4
Morning,Exercise,103,4
Night,Exercise,98,2
Evening,Exercise,37,4
Night,Relaxation,73,3
Night,Relaxation,29,3
Morning,Exercise,139,3
Morning,Exercise,109,3
Afternoon,Relaxation,46,2
Afternoon,Relaxation,47,3
Night,Relaxation,103,4
Afternoon,Exercise,117,3
Night,Relaxation,173,3
Afternoon,Exercise,65,5
Evening,Exercise,116,3
Night,Relaxation,111,5
Afternoon,Exercise,107,5
Afternoon,Exercise,59,3
Evening,Relaxation,83,3
Morning,Relaxation,126,4
Night,Relaxation,82,3
Afternoon,Exercise,90,3
Night,Relaxation,106,3
Night,Relaxation,91,5
Night,Relaxation,65,4
Afternoon,Exercise,23,4
Afternoon,Relaxation,39,1
Night,Exercise,78,3
Afternoon,Relaxation,43,3
Morning,Relaxation,32,3
Afternoon,Relaxation,75,2
Evening,Relaxation,133,5
Evening,Exercise,68,5
Night,Relaxation,58,1
Night,Relaxation,131,4
Morning,Exercise,39,4
Evening,Exercise,30,2
Afternoon,Exercise,123,4
Morning,Relaxation,41,4
Night,Exercise,115,4
Morning,Exercise,57,1
Morning,Exercise,75,2
Evening,Relaxation,82,1
Night,Relaxation,140,3
Evening,Exercise,31,3
Night,Exercise,120,5
Afternoon,Exercise,42,3
Afternoon,Exercise,71,4
Afternoon,Exercise,82,5
Afternoon,Relaxation,24,3
Afternoon,Exercise,67,2
Afternoon,Relaxation,176,3
Morning,Exercise,37,4
Afternoon,Exercise,109,4
Afternoon,Relaxation,137,4
Morning,Exercise,96,5
Morning,Relaxation,38,5
Morning,Relaxation,101,3
Night,Exercise,57,5
Evening,Exercise,173,3
Night,Relaxation,81,3
Evening,Relaxation,99,4
Evening,Exercise,98,1
Afternoon,Exercise,149,4
Evening,Exercise,140,2
Evening,Exercise,117,4
Night,Exercise,81,1
Night,Exercise,30,3
Morning,Exercise,58,5
Afternoon,Exercise,74,1
Evening,Relaxation,105,5
Morning,Relaxation,103,3
Morning,Exercise,57,3
Morning,Exercise,64,2
Evening,Relaxation,131,4
Night,Relaxation,49,3
Night,Relaxation,113,5
Morning,Relaxation,115,3
Evening,Exercise,90,4
Afternoon,Exercise,150,1
Night,Relaxation,140,4
Afternoon,Relaxation,132,5
Morning,Exercise,116,3
Evening,Exercise,47,4
Night,Relaxation,55,5
Afternoon,Relaxation,48,2
Night,Relaxation,55,5
Morning,Relaxation,112,5
Afternoon,Exercise,118,5
Morning,Relaxation,101,1
Afternoon,Relaxation,19,4
Night,Relaxation,87,4
Night,Relaxation,55,2
Night,Exercise,115,2
Evening,Relaxation,19,1
Night,Exercise,142,5
Morning,Relaxation,130,1
Night,Relaxation,97,1
Morning,Exercise,103,1
Afternoon,Relaxation,67,4
Morning,Exercise,124,4
Morning,Relaxation,172,5
Afternoon,Relaxation,108,3
Afternoon,Relaxation,102,5
Morning,Relaxation,23,3
Evening,Exercise,123,4
Afternoon,Relaxation,50,3
Night,Relaxation,33,3
Night,Exercise,72,3
Evening,Relaxation,79,2
Night,Relaxation,17,4
Afternoon,Exercise,63,3
Evening,Exercise,144,5
Night,Relaxation,16,1
Night,Relaxation,63,3
Afternoon,Relaxation,71,2
Night,Relaxation,179,5
Afternoon,Exercise,132,1
Afternoon,Exercise,93,1
Afternoon,Exercise,106,5
Afternoon,Relaxation,15,5
Evening,Relaxation,31,1
Afternoon,Exercise,156,2
Night,Relaxation,49,4
Morning,Exercise,78,3
Evening,Exercise,89,4
Morning,Exercise,39,4
Afternoon,Relaxation,108,2
Afternoon,Exercise,81,3
Night,Exercise,133,3
Afternoon,Exercise,54,3
Night,Exercise,50,3
Afternoon,Exercise,134,5
Morning,Exercise,43,3
Morning,Exercise,111,4
Evening,Exercise,57,3
Night,Relaxation,91,4
Afternoon,Exercise,45,3
Evening,Relaxation,87,3
Morning,Exercise,135,2
Afternoon,Exercise,111,5
Morning,Relaxation,40,3
Afternoon,Exercise,78,2
Night,Relaxation,42,4
Night,Relaxation,166,4
Afternoon,Exercise,97,3
Morning,Exercise,64,3
Morning,Relaxation,100,3
Afternoon,Exercise,71,3
Evening,Relaxation,110,5
Afternoon,Relaxation,67,3
Night,Relaxation,70,4
Evening,Exercise,111,2
Night,Exercise,73,4
Morning,Relaxation,46,3
Morning,Relaxation,46,3
Afternoon,Relaxation,61,4
Morning,Relaxation,21,1
Night,Relaxation,15,3
Afternoon,Relaxation,43,4
Night,Exercise,178,4
Night,Exercise,100,4
Evening,Relaxation,52,4
Afternoon,Exercise,49,1
Morning,Relaxation,112,4
Afternoon,Exercise,96,5
Morning,Relaxation,69,4
Afternoon,Relaxation,56,3
Evening,Exercise,78,5
Night,Relaxation,66,3
Morning,Exercise,142,5
Morning,Exercise,61,2
Afternoon,Exercise,53,2
Morning,Relaxation,111,4
Night,Exercise,110,2
Evening,Relaxation,26,3
Night,Relaxation,64,3
Night,Exercise,110,3
Evening,Exercise,70,1
Evening,Relaxation,27,4
Evening,Relaxation,45,2
Morning,Exercise,66,3
Night,Exercise,41,4
Morning,Exercise,120,5
Night,Relaxation,74,5
Night,Relaxation,75,3
Morning,Exercise,40,3
Night,Exercise,34,4
Afternoon,Relaxation,112,4
Night,Exercise,46,1
Night,Exercise,145,5
Morning,Exercise,141,5
Afternoon,Relaxation,143,5
Afternoon,Exercise,114,3
Evening,Exercise,121,4
Afternoon,Exercise,71,1
Night,Relaxation,78,4
Evening,Exercise,111,3
Evening,Relaxation,50,3
Afternoon,Exercise,20,4
Night,Exercise,154,2
Morning,Exercise,64,4
Evening,Relaxation,22,4
Evening,Relaxation,123,3
Evening,Relaxation,147,3
Evening,Relaxation,66,3
Afternoon,Relaxation,122,1
Evening,Relaxation,137,3
Night,Exercise,36,3
Morning,Relaxation,96,1
Afternoon,Exercise,37,2
Night,Exercise,168,5
Night,Relaxation,128,4
Evening,Relaxation,55,4
Afternoon,Exercise,130,3
Evening,Exercise,54,5
Morning,Exercise,59,1
Night,Exercise,110,3
Morning,Relaxation,104,2
Evening,Exercise,78,2
Morning,Exercise,100,5
Evening,Exercise,91,4
Night,Relaxation,55,2
Afternoon,Relaxation,111,4
Afternoon,Relaxation,53,1
Evening,Relaxation,92,1
Morning,Relaxation,109,2
Evening,Relaxation,70,5
Morning,Relaxation,67,4
Afternoon,Relaxation,58,2
Night,Exercise,55,4
Morning,Relaxation,22,4
Night,Exercise,135,5
Morning,Exercise,89,2
Morning,Exercise,80,4
Afternoon,Exercise,175,4
Night,Relaxation,71,1
Morning,Exercise,120,3
Afternoon,Relaxation,85,3
Morning,Exercise,76,2
Evening,Relaxation,145,3
Evening,Relaxation,113,4
Morning,Relaxation,33,3
Morning,Exercise,84,5
Afternoon,Relaxation,15,3
Evening,Exercise,127,4
Morning,Relaxation,121,2
Morning,Exercise,174,4
Evening,Relaxation,144,2
Night,Exercise,171,5
Night,Exercise,102,5
Morning,Exercise,113,4
Afternoon,Relaxation,78,1
Evening,Exercise,107,2
Morning,Relaxation,73,2
Night,Exercise,30,4
Night,Relaxation,122,4
Morning,Relaxation,68,1
Night,Relaxation,96,5
Afternoon,Relaxation,61,5
Evening,Relaxation,88,5
Night,Exercise,34,3
Night,Relaxation,132,4
Morning,Exercise,85,1
Evening,Relaxation,132,3
Night,Exercise,73,1
Morning,Relaxation,49,4
Morning,Relaxation,32,3
Morning,Relaxation,32,1
Night,Relaxation,37,3
Night,Relaxation,99,5
Night,Relaxation,107,3
Evening,Exercise,94,3
Morning,Exercise,35,1
Night,Relaxation,27,3
Night,Relaxation,161,1
Morning,Relaxation,47,4
Morning,Relaxation,82,1
Evening,Exercise,53,2
Evening,Exercise,47,2
Morning,Exercise,31,2
Evening,Exercise,88,5
Night,Exercise,86,2
Morning,Relaxation,34,3
Morning,Exercise,67,3
Evening,Relaxation,76,3
Evening,Relaxation,114,4
Afternoon,Relaxation,42,3
Afternoon,Exercise,42,4
Morning,Relaxation,96,2
Morning,Exercise,48,3
Afternoon,Relaxation,67,4
Afternoon,Relaxation,141,2
Evening,Relaxation,70,4
Evening,Exercise,91,5
Morning,Relaxation,104,5
Evening,Relaxation,80,3
Morning,Exercise,54,1
Morning,Exercise,168,5
Afternoon,Relaxation,59,3
Evening,Relaxation,93,3
Afternoon,Exercise,103,2
Afternoon,Exercise,100,4
Afternoon,Relaxation,18,4
Afternoon,Relaxation,42,2
Morning,Exercise,144,5
Evening,Exercise,103,5
Afternoon,Relaxation,56,2
Afternoon,Relaxation,97,3
Morning,Relaxation,100,4
Night,Relaxation,51,4
Morning,Exercise,117,4
Night,Exercise,144,5
Evening,Relaxation,95,5
Afternoon,Relaxation,35,3
Morning,Relaxation,55,5
Evening,Relaxation,150,5
Afternoon,Relaxation,108,4
Afternoon,Exercise,105,3
Afternoon,Exercise,163,5
Night,Relaxation,137,2
Morning,Exercise,178,1
Morning,Exercise,131,4
Evening,Relaxation,59,1
Night,Relaxation,82,1
Morning,Exercise,73,2
Morning,Relaxation,158,4
Evening,Exercise,102,5
Evening,Relaxation,15,5
Morning,Exercise,131,4
Evening,Exercise,77,3
Night,Relaxation,100,4
Night,Exercise,50,2
Afternoon,Exercise,177,3
Night,Exercise,127,5
Evening,Exercise,139,5
Morning,Exercise,60,4
Night,Relaxation,81,5
Evening,Exercise,118,4
Night,Exercise,62,3
Evening,Relaxation,83,1
Night,Exercise,134,5
Afternoon,Relaxation,123,4
Morning,Exercise,30,1
Afternoon,Exercise,118,3
Night,Relaxation,92,5
Night,Relaxation,174,1
Morning,Relaxation,51,1
Evening,Relaxation,87,3
Afternoon,Exercise,75,1
Evening,Relaxation,149,4
Night,Relaxation,37,4
Morning,Relaxation,113,5
Morning,Exercise,83,3
Evening,Exercise,82,5
Afternoon,Exercise,96,4
Morning,Exercise,64,2
Morning,Relaxation,38,3
Night,Relaxation,111,3
Evening,Exercise,137,5
Afternoon,Exercise,96,5
Afternoon,Relaxation,134,3
Afternoon,Exercise,96,3
Afternoon,Relaxation,57,2
Afternoon,Exercise,51,2
Afternoon,Relaxation,91,3
Afternoon,Relaxation,160,2
Evening,Relaxation,145,3
Evening,Exercise,35,3
Afternoon,Exercise,152,5
Night,Exercise,65,2
Morning,Exercise,38,5
Evening,Exercise,146,5
Evening,Exercise,66,4
Evening,Relaxation,38,4
Evening,Exercise,89,4
Afternoon,Exercise,118,2
Night,Relaxation,129,2
Afternoon,Exercise,92,5
Evening,Relaxation,117,5
Night,Relaxation,63,3
Night,Exercise,51,3
Afternoon,Relaxation,61,4
Evening,Exercise,149,5
Afternoon,Relaxation,131,4
Afternoon,Relaxation,99,5
