Morning,Exercise,22,8,8
Night,Exercise,132,4,3
Evening,Relaxation,70,3,2
Morning,Relaxation,48,6,6
Afternoon,Exercise,84,7,6
Evening,Relaxation,110,7,8
Afternoon,Relaxation,99,7,6
Evening,Relaxation,128,6,7
Afternoon,Relaxation,68,4,4
Night,Relaxation,46,6,5
Evening,Exercise,79,7,7
Morning,Exercise,43,3,4
Morning,Relaxation,44,7,7
Afternoon,Exercise,148,8,7
Afternoon,Exercise,31,8,8
Morning,Relaxation,57,4,3
Morning,Exercise,85,4,5
Night,Exercise,49,8,8
Morning,Relaxation,114,5,7
Night,Exercise,107,4,5
Afternoon,Relaxation,133,5,5
Night,Relaxation,39,8,7
Morning,Relaxation,21,5,5
Night,Relaxation,62,3,3
Morning,Exercise,44,3,4
Night,Relaxation,79,4,5
Morning,Relaxation,115,8,7
Evening,Relaxation,104,4,3
Evening,Exercise,155,5,4
Afternoon,Exercise,90,6,6
Morning,Exercise,66,8,9
Morning,Relaxation,109,5,5
Afternoon,Exercise,45,6,6
Morning,Relaxation,33,5,6
Morning,Exercise,44,7,7
Night,Exercise,113,6,7
Afternoon,Exercise,77,5,4
Night,Relaxation,55,3,4
Morning,Exercise,155,8,10
Evening,Exercise,88,5,5
Evening,Relaxation,33,3,3
Afternoon,Exercise,74,3,3
Afternoon,Relaxation,57,5,5
Evening,Relaxation,73,8,9
Night,Exercise,29,6,7
Morning,Exercise,44,5,6
Afternoon,Exercise,88,5,4
Afternoon,Relaxation,67,7,7
Night,Exercise,86,8,8
Afternoon,Relaxation,61,3,2
Night,Exercise,140,7,10
Night,Relaxation,135,7,9
Afternoon,Relaxation,139,8,10
Afternoon,Exercise,117,6,8
Afternoon,Relaxation,23,7,6
Night,Relaxation,116,6,5
Morning,Relaxation,69,4,5
Afternoon,Relaxation,66,3,3
Evening,Relaxation,106,4,6
Morning,Exercise,112,5,4
Morning,Exercise,70,3,3
Night,Relaxation,114,6,5
Afternoon,Relaxation,123,6,8
Afternoon,Relaxation,44,3,3
Afternoon,Exercise,91,7,9
Night,Relaxation,83,4,4
Afternoon,Relaxation,30,8,8
Afternoon,Relaxation,132,3,5
Evening,Relaxation,129,6,6
Night,Exercise,121,6,7
Morning,Exercise,50,6,7
Evening,Relaxation,75,4,5
Night,Relaxation,42,7,7
Morning,Exercise,50,3,4
Evening,Exercise,154,3,6
Night,Relaxation,96,8,9
Night,Exercise,104,3,2
Evening,Relaxation,28,7,6
Night,Relaxation,113,7,8
Afternoon,Relaxation,46,7,6
Morning,Exercise,53,8,7
Evening,Exercise,43,6,6
Evening,Relaxation,51,8,9
Afternoon,Relaxation,61,4,5
Night,Relaxation,121,5,5
Afternoon,Exercise,106,8,7
Night,Exercise,89,3,4
Afternoon,Exercise,71,6,7
Afternoon,Relaxation,92,6,7
Night,Relaxation,133,7,7
Evening,Exercise,79,8,9
Afternoon,Relaxation,49,4,4
Evening,Relaxation,118,6,6
Night,Relaxation,61,8,7
Night,Exercise,31,7,8
Night,Relaxation,135,3,2
Afternoon,Relaxation,89,8,7
Night,Exercise,145,4,3
Evening,Relaxation,89,4,4
Evening,Relaxation,54,4,3
Evening,Relaxation,139,4,6
Morning,Exercise,79,7,6
Afternoon,Relaxation,115,5,6
Night,Relaxation,115,5,5
Morning,Exercise,105,7,8
Afternoon,Relaxation,135,3,4
Morning,Relaxation,174,3,4
Night,Exercise,119,8,10
Night,Relaxation,78,6,6
Evening,Relaxation,146,7,8
Night,Exercise,58,7,6
Evening,Exercise,86,3,3
Afternoon,Exercise,94,8,9
Evening,Relaxation,22,8,9
Morning,Exercise,113,3,2
Evening,Exercise,174,6,6
Evening,Exercise,28,3,3
Evening,Relaxation,97,5,4
Evening,Relaxation,117,8,10
Afternoon,Exercise,171,3,4
Evening,Exercise,114,8,7
Morning,Exercise,59,4,4
Morning,Exercise,63,3,3
Morning,Exercise,133,4,4
Night,Relaxation,42,3,3
Evening,Exercise,46,4,3
Afternoon,Exercise,61,4,4
Afternoon,Relaxation,119,5,5
Morning,Exercise,117,4,6
Morning,Exercise,98,7,8
Afternoon,Relaxation,65,4,3
Night,Relaxation,47,8,9
Night,Exercise,30,5,6
Evening,Relaxation,47,5,4
Afternoon,Exercise,127,5,6
Afternoon,Exercise,82,7,6
Night,Relaxation,67,6,5
Night,Relaxation,60,4,3
Afternoon,Exercise,107,3,2
Evening,Relaxation,27,5,4
Evening,Exercise,57,4,4
Night,Exercise,112,5,4
Morning,Exercise,73,7,6
Afternoon,Relaxation,70,3,4
Afternoon,Relaxation,130,7,6
Afternoon,Relaxation,50,7,6
Morning,Relaxation,99,4,3
Night,Exercise,96,5,6
Afternoon,Relaxation,49,3,2
Morning,Relaxation,92,5,6
Night,Exercise,134,8,8
Evening,Exercise,135,3,2
Evening,Relaxation,44,8,7
Evening,Relaxation,56,3,2
Night,Relaxation,94,4,4
Afternoon,Relaxation,53,6,6
Night,Relaxation,86,8,8
Evening,Exercise,99,4,5
Night,Relaxation,79,5,6
Afternoon,Relaxation,109,4,3
Morning,Exercise,38,8,7
Night,Exercise,74,7,6
Evening,Exercise,26,3,4
Night,Relaxation,35,6,7
Afternoon,Exercise,55,4,3
Evening,Relaxation,103,6,6
Afternoon,Relaxation,63,5,5
Night,Relaxation,59,4,4
Night,Exercise,84,5,5
Morning,Relaxation,111,3,3
Night,Relaxation,146,8,7
Night,Relaxation,166,6,8
Afternoon,Relaxation,81,5,4
Night,Relaxation,162,5,6
Morning,Relaxation,113,5,5
Night,Exercise,77,7,6
Morning,Relaxation,62,4,4
Night,Exercise,160,5,8
Evening,Exercise,58,5,6
Night,Relaxation,80,5,4
Afternoon,Relaxation,61,4,4
Morning,Exercise,137,4,5
Night,Exercise,50,8,9
Morning,Exercise,42,7,6
Evening,Exercise,110,8,7
Morning,Exercise,167,7,8
Night,Relaxation,64,7,7
Afternoon,Relaxation,126,5,7
Afternoon,Exercise,78,3,4
Morning,Exercise,85,3,4
Morning,Exercise,75,8,9
Morning,Exercise,43,5,5
Night,Relaxation,117,6,8
Evening,Exercise,38,7,8
Afternoon,Exercise,121,5,5
Afternoon,Exercise,112,6,8
Morning,Exercise,30,5,6
Morning,Relaxation,54,8,7
Morning,Exercise,93,5,7
Evening,Relaxation,42,3,4
Night,Relaxation,44,8,7
Night,Relaxation,178,7,7
Afternoon,Exercise,136,8,7
Evening,Relaxation,73,7,6
Night,Exercise,57,8,9
Afternoon,Exercise,47,5,4
Night,Relaxation,48,3,4
Morning,Exercise,101,8,10
Morning,Relaxation,36,4,3
Afternoon,Exercise,106,4,5
Night,Relaxation,39,4,5
Evening,Exercise,134,8,9
Evening,Exercise,61,8,8
Afternoon,Exercise,108,7,7
Morning,Exercise,74,3,4
Afternoon,Exercise,15,6,6
Afternoon,Relaxation,85,4,5
Night,Exercise,122,8,10
Evening,Exercise,39,4,5
Morning,Exercise,65,7,8
Morning,Relaxation,20,6,6
Evening,Relaxation,31,3,3
Afternoon,Relaxation,40,6,7
Evening,Relaxation,118,4,3
Night,Relaxation,129,4,3
Night,Exercise,111,5,6
Morning,Relaxation,38,4,3
Afternoon,Exercise,31,3,4
Evening,Relaxation,134,5,5
Morning,Exercise,75,5,5
Morning,Relaxation,77,5,5
Afternoon,Relaxation,116,3,4
Afternoon,Relaxation,78,7,8
Night,Relaxation,118,8,9
Evening,Relaxation,103,7,7
Evening,Relaxation,105,4,6
Morning,Relaxation,59,4,5
Morning,Relaxation,118,8,9
Morning,Exercise,85,6,6
Evening,Exercise,32,4,5
Afternoon,Exercise,50,3,2
Night,Exercise,64,8,7
Afternoon,Exercise,74,6,7
Night,Relaxation,101,4,5
Afternoon,Relaxation,141,8,7
Morning,Exercise,64,8,9
Morning,Relaxation,41,8,8
Night,Relaxation,54,3,3
Evening,Relaxation,121,8,9
Evening,Relaxation,111,4,6
Morning,Exercise,151,5,8
Evening,Exercise,118,3,3
Afternoon,Exercise,65,8,9
Evening,Exercise,82,4,3
Night,Relaxation,102,7,6
Night,Relaxation,47,8,8
Morning,Relaxation,71,3,2
Night,Relaxation,111,4,5
Morning,Exercise,98,5,5
Morning,Exercise,107,8,9
Evening,Relaxation,63,7,7
Morning,Exercise,97,4,6
Afternoon,Relaxation,103,4,3
Afternoon,Exercise,142,8,8
Morning,Exercise,38,7,6
Morning,Exercise,83,3,3
Evening,Exercise,134,6,8
Night,Relaxation,43,6,5
Afternoon,Exercise,166,6,7
Afternoon,Relaxation,102,6,7
Evening,Exercise,20,3,4
Afternoon,Relaxation,72,5,4
Night,Exercise,112,7,8
Afternoon,Relaxation,109,3,2
Morning,Exercise,116,8,9
Night,Exercise,120,3,5
Evening,Relaxation,145,3,3
Afternoon,Relaxation,107,7,6
Evening,Exercise,142,8,10
Afternoon,Relaxation,64,7,7
Night,Relaxation,76,7,8
Afternoon,Exercise,90,8,10
Night,Relaxation,141,3,4
Night,Relaxation,25,6,6
Morning,Relaxation,76,6,7
Evening,Exercise,85,5,6
Morning,Exercise,31,8,9
Night,Relaxation,116,8,8
Evening,Exercise,119,7,6
Night,Relaxation,111,4,3
Night,Exercise,93,8,7
Afternoon,Exercise,61,4,5
Morning,Exercise,45,6,5
Morning,Exercise,78,7,8
Evening,Exercise,46,5,4
Morning,Exercise,66,3,3
Night,Exercise,135,4,3
Evening,Exercise,98,3,4
Afternoon,Exercise,84,6,6
Evening,Exercise,56,6,7
Afternoon,Exercise,69,4,5
Afternoon,Exercise,150,7,9
Night,Relaxation,95,8,9
Night,Exercise,152,5,8
Morning,Exercise,47,8,9
Afternoon,Relaxation,56,3,3
Morning,Exercise,44,3,2
Evening,Relaxation,118,3,2
Night,Relaxation,61,5,4
Evening,Exercise,91,6,5
Night,Exercise,128,3,3
Afternoon,Relaxation,65,7,8
Evening,Relaxation,167,3,2
Afternoon,Relaxation,80,5,5
Evening,Relaxation,39,3,4
Night,Exercise,180,4,7
Morning,Exercise,60,3,4
Night,Relaxation,95,8,7
Night,Relaxation,75,7,6
Evening,Exercise,69,8,8
Afternoon,Exercise,56,4,5
Night,Exercise,91,6,6
Afternoon,Exercise,49,8,9
Afternoon,Relaxation,69,8,8
Night,Relaxation,68,4,5
Afternoon,Exercise,136,7,9
Morning,Exercise,167,6,6
Morning,Exercise,114,4,4
Night,Exercise,68,3,4
Evening,Relaxation,49,5,6
Night,Relaxation,145,3,6
Evening,Exercise,103,6,6
Night,Relaxation,21,6,6
Afternoon,Relaxation,33,3,4
Afternoon,Exercise,72,5,4
Morning,Relaxation,112,6,7
Night,Relaxation,92,4,5
Afternoon,Exercise,39,3,3
Afternoon,Exercise,84,3,4
Night,Relaxation,100,7,9
Night,Relaxation,170,6,8
Evening,Exercise,70,3,2
Night,Exercise,130,6,7
Afternoon,Exercise,108,6,7
Night,Relaxation,118,8,9
Night,Relaxation,129,3,3
Morning,Exercise,118,6,7
Night,Relaxation,57,3,2
Night,Relaxation,146,4,4
Afternoon,Exercise,143,8,7
Evening,Relaxation,70,4,4
Night,Relaxation,47,4,4
Evening,Exercise,95,3,2
Afternoon,Exercise,64,6,7
Evening,Relaxation,45,7,8
Afternoon,Exercise,121,4,3
Evening,Exercise,84,4,5
Afternoon,Relaxation,142,5,8
Evening,Relaxation,133,8,10
Afternoon,Relaxation,150,3,4
Afternoon,Exercise,129,4,6
Afternoon,Relaxation,51,3,2
Afternoon,Exercise,116,7,8
Morning,Relaxation,169,8,8
Night,Relaxation,76,3,4
Afternoon,Exercise,63,5,4
Evening,Relaxation,124,5,7
Evening,Relaxation,145,7,9
Morning,Exercise,50,7,8
Morning,Exercise,69,6,5
Night,Exercise,100,3,4
Morning,Exercise,63,5,4
Evening,Relaxation,34,7,7
Afternoon,Exercise,83,4,4
Evening,Exercise,76,7,8
Evening,Relaxation,144,5,5
Morning,Exercise,67,4,5
Night,Exercise,16,4,3
Evening,Relaxation,36,6,5
Afternoon,Relaxation,32,6,5
Evening,Exercise,101,7,6
Afternoon,Relaxation,67,5,5
Evening,Exercise,71,4,4
Morning,Exercise,112,6,8
Evening,Exercise,101,4,4
Evening,Relaxation,61,5,5
Evening,Exercise,49,6,7
Afternoon,Relaxation,111,6,8
Morning,Exercise,92,7,9
Morning,Exercise,174,6,6
Morning,Exercise,79,4,4
Morning,Exercise,119,3,5
Night,Relaxation,110,6,7
Night,Relaxation,128,3,5
Afternoon,Exercise,107,6,8
Evening,Exercise,40,3,3
Afternoon,Exercise,51,8,9
Morning,Relaxation,107,6,6
Night,Relaxation,81,7,7
Evening,Relaxation,139,3,5
Night,Relaxation,35,6,5
Afternoon,Exercise,44,6,5
Evening,Relaxation,68,8,8
Morning,Relaxation,91,6,7
Evening,Relaxation,153,5,8
Night,Relaxation,19,6,5
Afternoon,Exercise,106,4,5
Evening,Exercise,101,4,4
Evening,Relaxation,101,5,5
Afternoon,Exercise,121,6,8
Afternoon,Exercise,95,8,8
Evening,Relaxation,99,7,6
Night,Relaxation,56,4,5
Evening,Exercise,123,5,6
Night,Relaxation,130,8,10
Night,Exercise,98,3,2
Morning,Exercise,54,4,3
Night,Exercise,159,5,6
Afternoon,Exercise,62,7,8
Evening,Exercise,105,5,7
Morning,Relaxation,56,6,5
Evening,Relaxation,32,3,2
Evening,Relaxation,113,6,8
Night,Relaxation,108,8,7
Morning,Exercise,31,6,5
Evening,Relaxation,118,5,7
Evening,Relaxation,21,6,7
Afternoon,Relaxation,31,8,7
Morning,Exercise,95,3,3
Evening,Relaxation,106,3,4
Evening,Relaxation,110,4,5
Afternoon,Relaxation,40,8,7
Evening,Relaxation,124,8,8
Morning,Exercise,179,8,8
Afternoon,Exercise,118,6,8
Afternoon,Relaxation,52,3,4
Afternoon,Exercise,100,6,8
Afternoon,Exercise,66,5,6
Night,Exercise,87,6,6
Morning,Relaxation,97,6,7
Morning,Relaxation,47,3,3
Afternoon,Relaxation,24,3,4
Night,Relaxation,41,6,7
Afternoon,Exercise,39,7,7
Night,Relaxation,159,6,9
Evening,Exercise,120,4,3
Morning,Exercise,167,5,5
Afternoon,Exercise,88,8,8
Afternoon,Exercise,115,6,6
Afternoon,Exercise,34,5,4
Morning,Relaxation,106,4,3
Morning,Exercise,65,7,7
Evening,Exercise,125,8,8
Morning,Relaxation,79,8,9
Night,Relaxation,124,3,5
Morning,Relaxation,36,7,6
Afternoon,Exercise,114,5,5
Evening,Relaxation,123,6,6
Night,Exercise,169,7,8
Afternoon,Exercise,88,7,6
Afternoon,Exercise,107,3,3
Morning,Exercise,109,8,9
Night,Relaxation,20,5,5
Evening,Relaxation,43,7,6
Morning,Relaxation,134,6,7
Evening,Relaxation,107,3,5
Evening,Exercise,42,3,2
Morning,Exercise,74,4,4
Afternoon,Exercise,162,5,5
Evening,Relaxation,31,4,3
Afternoon,Exercise,164,3,3
Morning,Exercise,36,7,7
Night,Exercise,107,6,6
Evening,Exercise,56,8,9
Evening,Relaxation,84,6,6
Morning,Exercise,101,8,7
Evening,Exercise,96,5,5
Evening,Relaxation,93,5,5
Evening,Relaxation,56,4,4
Night,Relaxation,101,6,8
Evening,Relaxation,121,6,6
Afternoon,Exercise,156,7,10
Evening,Relaxation,46,7,7
Evening,Exercise,68,3,3
Night,Relaxation,46,6,6
Evening,Relaxation,104,8,10
Night,Relaxation,89,7,8
Night,Relaxation,52,8,8
Morning,Exercise,82,3,4
Night,Relaxation,128,7,6
Evening,Exercise,97,6,8
Morning,Relaxation,71,5,5
Night,Exercise,42,4,3
Night,Exercise,34,7,6
Night,Relaxation,15,4,4
Night,Relaxation,105,3,4
Night,Exercise,89,4,4
Afternoon,Relaxation,93,7,6
Evening,Relaxation,78,5,5
Night,Relaxation,102,3,3
Afternoon,Exercise,102,5,7
Afternoon,Exercise,112,4,5
Afternoon,Relaxation,37,6,5
Night,Exercise,147,4,6
Afternoon,Relaxation,128,8,7
Night,Exercise,70,5,6
Night,Exercise,73,6,6
Night,Relaxation,37,6,5
Evening,Exercise,91,8,7
Evening,Relaxation,29,7,8
Evening,Relaxation,81,8,8
Afternoon,Exercise,81,7,7
Morning,Exercise,113,7,9
Evening,Exercise,112,6,6
Night,Relaxation,143,3,6
Night,Relaxation,145,8,9
Morning,Exercise,104,3,4
Night,Exercise,31,3,2
Afternoon,Exercise,148,7,7
Night,Relaxation,113,8,8
Evening,Exercise,134,5,4
Afternoon,Exercise,61,8,8
Evening,Relaxation,40,5,4
Morning,Relaxation,92,8,9
Evening,Exercise,83,7,8
Evening,Relaxation,101,3,5
Morning,Relaxation,55,8,7
Afternoon,Relaxation,108,6,6
Night,Relaxation,35,6,6
Night,Exercise,115,4,4
Evening,Exercise,143,7,6
Afternoon,Relaxation,52,4,5
Evening,Relaxation,114,7,7
Afternoon,Exercise,140,8,9
Afternoon,Exercise,42,3,3
Night,Relaxation,18,3,3
Night,Exercise,89,8,8
Afternoon,Exercise,152,4,7
Morning,Exercise,45,4,4
Afternoon,Exercise,63,5,4
Night,Relaxation,46,8,9
Night,Exercise,166,6,6
Evening,Relaxation,129,3,2
Afternoon,Exercise,50,3,3
Afternoon,Relaxation,34,3,4
Night,Relaxation,104,7,6
Night,Exercise,102,4,4
Evening,Relaxation,57,6,5
Afternoon,Exercise,48,7,6
Morning,Exercise,88,6,7
Morning,Exercise,103,4,6
Night,Exercise,98,7,6
Evening,Exercise,37,3,4
Night,Relaxation,73,3,3
Night,Relaxation,29,4,4
Morning,Exercise,139,8,8
Morning,Exercise,109,6,6
Afternoon,Relaxation,46,8,7
Afternoon,Relaxation,47,8,8
Night,Relaxation,103,4,5
Afternoon,Exercise,117,5,5
Night,Relaxation,173,6,6
Afternoon,Exercise,65,7,8
Evening,Exercise,116,8,8
Night,Relaxation,111,8,10
Afternoon,Exercise,107,8,10
Afternoon,Exercise,59,7,7
Evening,Relaxation,83,8,8
Morning,Relaxation,126,4,5
Night,Relaxation,82,5,5
Afternoon,Exercise,90,7,7
Night,Relaxation,106,4,4
Night,Relaxation,91,8,10
Night,Relaxation,65,5,6
Afternoon,Exercise,23,6,7
Afternoon,Relaxation,39,3,2
Night,Exercise,78,8,8
Afternoon,Relaxation,43,8,8
Morning,Relaxation,32,4,4
Afternoon,Relaxation,75,7,6
Evening,Relaxation,133,7,8
Evening,Exercise,68,8,9
Night,Relaxation,58,3,2
Night,Relaxation,131,5,7
Morning,Exercise,39,6,7
Evening,Exercise,30,5,4
Afternoon,Exercise,123,4,6
Morning,Relaxation,41,3,4
Night,Exercise,115,3,5
Morning,Exercise,57,4,3
Morning,Exercise,75,8,7
Evening,Relaxation,82,3,2
Night,Relaxation,140,6,6
Evening,Exercise,31,6,6
Night,Exercise,120,7,8
Afternoon,Exercise,42,3,3
Afternoon,Exercise,71,3,4
Afternoon,Exercise,82,7,8
Afternoon,Relaxation,24,6,6
Afternoon,Exercise,67,5,4
Afternoon,Relaxation,176,4,4
Morning,Exercise,37,6,7
Afternoon,Exercise,109,4,6
Afternoon,Relaxation,137,4,5
Morning,Exercise,96,8,9
Morning,Relaxation,38,8,9
Morning,Relaxation,101,7,7
Night,Exercise,57,7,8
Evening,Exercise,173,3,3
Night,Relaxation,81,4,4
Evening,Relaxation,99,5,7
Evening,Exercise,98,3,2
Afternoon,Exercise,149,3,4
Evening,Exercise,140,7,6
Evening,Exercise,117,6,7
Night,Exercise,81,4,3
Night,Exercise,30,3,3
Morning,Exercise,58,8,9
Afternoon,Exercise,74,4,3
Evening,Relaxation,105,6,8
Morning,Relaxation,103,5,5
Morning,Exercise,57,3,3
Morning,Exercise,64,5,4
Evening,Relaxation,131,6,7
Night,Relaxation,49,8,8
Night,Relaxation,113,8,9
Morning,Relaxation,115,6,6
Evening,Exercise,90,5,6
Afternoon,Exercise,150,3,2
Night,Relaxation,140,6,7
Afternoon,Relaxation,132,6,8
Morning,Exercise,116,3,3
Evening,Exercise,47,3,4
Night,Relaxation,55,7,8
Afternoon,Relaxation,48,5,4
Night,Relaxation,55,7,8
Morning,Relaxation,112,8,10
Afternoon,Exercise,118,7,9
Morning,Relaxation,101,3,2
Afternoon,Relaxation,19,6,7
Night,Relaxation,87,3,4
Night,Relaxation,55,7,6
Night,Exercise,115,7,6
Evening,Relaxation,19,4,3
Night,Exercise,142,3,6
Morning,Relaxation,130,3,2
Night,Relaxation,97,4,3
Morning,Exercise,103,4,3
Afternoon,Relaxation,67,5,6
Morning,Exercise,124,5,7
Morning,Relaxation,172,3,6
Afternoon,Relaxation,108,7,7
Afternoon,Relaxation,102,8,9
Morning,Relaxation,23,6,6
Evening,Exercise,123,5,7
Afternoon,Relaxation,50,6,6
Night,Relaxation,33,5,5
Night,Exercise,72,7,7
Evening,Relaxation,79,7,6
Night,Relaxation,17,5,6
Afternoon,Exercise,63,7,7
Evening,Exercise,144,7,10
Night,Relaxation,16,3,2
Night,Relaxation,63,3,3
Afternoon,Relaxation,71,8,7
Night,Relaxation,179,3,6
Afternoon,Exercise,132,3,2
Afternoon,Exercise,93,3,2
Afternoon,Exercise,106,8,9
Afternoon,Relaxation,15,7,8
Evening,Relaxation,31,4,3
Afternoon,Exercise,156,6,5
Night,Relaxation,49,5,6
Morning,Exercise,78,6,6
Evening,Exercise,89,6,7
Morning,Exercise,39,4,5
Afternoon,Relaxation,108,8,7
Afternoon,Exercise,81,5,5
Night,Exercise,133,6,6
Afternoon,Exercise,54,8,8
Night,Exercise,50,4,4
Afternoon,Exercise,134,6,8
Morning,Exercise,43,6,6
Morning,Exercise,111,4,5
Evening,Exercise,57,8,8
Night,Relaxation,91,5,7
Afternoon,Exercise,45,5,5
Evening,Relaxation,87,6,6
Morning,Exercise,135,5,4
Afternoon,Exercise,111,8,9
Morning,Relaxation,40,7,7
Afternoon,Exercise,78,6,5
Night,Relaxation,42,5,6
Night,Relaxation,166,3,4
Afternoon,Exercise,97,7,7
Morning,Exercise,64,5,5
Morning,Relaxation,100,5,5
Afternoon,Exercise,71,8,8
Evening,Relaxation,110,8,10
Afternoon,Relaxation,67,4,4
Night,Relaxation,70,6,7
Evening,Exercise,111,7,6
Night,Exercise,73,4,5
Morning,Relaxation,46,6,6
Morning,Relaxation,46,6,6
Afternoon,Relaxation,61,4,5
Morning,Relaxation,21,4,3
Night,Relaxation,15,5,5
Afternoon,Relaxation,43,6,7
Night,Exercise,178,5,6
Night,Exercise,100,4,6
Evening,Relaxation,52,6,7
Afternoon,Exercise,49,3,2
Morning,Relaxation,112,3,4
Afternoon,Exercise,96,6,8
Morning,Relaxation,69,5,6
Afternoon,Relaxation,56,3,3
Evening,Exercise,78,7,8
Night,Relaxation,66,8,8
Morning,Exercise,142,5,8
Morning,Exercise,61,7,6
Afternoon,Exercise,53,8,7
Morning,Relaxation,111,3,5
Night,Exercise,110,5,4
Evening,Relaxation,26,5,5
Night,Relaxation,64,4,4
Night,Exercise,110,6,6
Evening,Exercise,70,3,2
Evening,Relaxation,27,6,7
Evening,Relaxation,45,8,7
Morning,Exercise,66,3,3
Night,Exercise,41,6,7
Morning,Exercise,120,7,9
Night,Relaxation,74,7,8
Night,Relaxation,75,3,3
Morning,Exercise,40,7,7
Night,Exercise,34,4,5
Afternoon,Relaxation,112,4,6
Night,Exercise,46,4,3
Night,Exercise,145,7,9
Morning,Exercise,141,7,9
Afternoon,Relaxation,143,6,9
Afternoon,Exercise,114,4,4
Evening,Exercise,121,5,6
Afternoon,Exercise,71,3,2
Night,Relaxation,78,5,6
Evening,Exercise,111,5,5
Evening,Relaxation,50,3,3
Afternoon,Exercise,20,6,7
Night,Exercise,154,5,4
Morning,Exercise,64,5,6
Evening,Relaxation,22,4,5
Evening,Relaxation,123,7,7
Evening,Relaxation,147,4,4
Evening,Relaxation,66,4,4
Afternoon,Relaxation,122,4,3
Evening,Relaxation,137,8,8
Night,Exercise,36,6,6
Morning,Relaxation,96,3,2
Afternoon,Exercise,37,5,4
Night,Exercise,168,8,10
Night,Relaxation,128,5,6
Evening,Relaxation,55,3,4
Afternoon,Exercise,130,4,4
Evening,Exercise,54,8,9
Morning,Exercise,59,3,2
Night,Exercise,110,7,7
Morning,Relaxation,104,6,5
Evening,Exercise,78,7,6
Morning,Exercise,100,7,9
Evening,Exercise,91,3,5
Night,Relaxation,55,8,7
Afternoon,Relaxation,111,4,5
Afternoon,Relaxation,53,3,2
Evening,Relaxation,92,4,3
Morning,Relaxation,109,7,6
Evening,Relaxation,70,8,9
Morning,Relaxation,67,3,4
Afternoon,Relaxation,58,8,7
Night,Exercise,55,6,7
Morning,Relaxation,22,5,6
Night,Exercise,135,7,9
Morning,Exercise,89,8,7
Morning,Exercise,80,4,5
Afternoon,Exercise,175,4,6
Night,Relaxation,71,4,3
Morning,Exercise,120,3,3
Afternoon,Relaxation,85,5,5
Morning,Exercise,76,5,4
Evening,Relaxation,145,4,4
Evening,Relaxation,113,3,5
Morning,Relaxation,33,8,8
Morning,Exercise,84,7,8
Afternoon,Relaxation,15,6,6
Evening,Exercise,127,3,4
Morning,Relaxation,121,8,7
Morning,Exercise,174,5,6
Evening,Relaxation,144,5,4
Night,Exercise,171,8,9
Night,Exercise,102,6,8
Morning,Exercise,113,5,7
Afternoon,Relaxation,78,3,2
Evening,Exercise,107,5,4
Morning,Relaxation,73,8,7
Night,Exercise,30,4,5
Night,Relaxation,122,5,7
Morning,Relaxation,68,3,2
